IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n44;21;21;147;['rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātu biezenis', 'olu dzeltenums', 'sinepju milti', 'sāls', 'modificēta ciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', 'riboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'sīpolu pulveris', 'aromatizētāji', 'satur sinepju sēklas un seleriju'];[': rapšu ela, ūdens, etikis, cukurs, tomātu\nā biezenis, olu dzeltenums, sinepju milti, sals, modificēta\nciete, dilles 1,1 %, garšvielas, krāsavielas: beta-karotīns, j\nfiboflavīns, biezinātāji: ksantāna sveki, guāra sveki, sīpolu\npulveris 0,2 %, aromatizētāji {satur sinēpju sēklas un }\nsēlēriju},\nuzturvērtība 100 g: fnerģētikā vērtība 1585 k} /384 kcal,\ntauki 37 g, tostarp piesātinātās taukskābes 3,2 8, j\nl ogļhidrāti 11 8 tostarp cukuri 8,5g, —\nolbaltumvielas 1,2 g:sāls 1,2 g. "\npēc atvēršanas izlietot 8 nedēļu laikā. shit\nleteicams līdz: skatīt uz iepakojuma. nn: colca, 6d\nizplatītājs: sa eugesta un partneri, dzirciemaiela 118 " jmaules\nrīga. tālr. 67472500 d\n{* me vyya, yurimiie aanularrej, pvuuie u viņi i alvre {lunueti ne o vantin:10/\n"wucderi a tsener au rēta teur aprēs ouverture cmnsotmer de de 58\nboudion, bien čj avant vision d co gdh. fen gb, i\n"d dest an ma m podktersini / gs dē prlrā: m\nla spaniem/ espagne\nz._—{_———— n €» 8g- z\nxz———n " i nā\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n45;24;24;139;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];[': saulespuku eļļa, ūdens, tomātu biezenis 15%\netiķis, cukurs, glikozes - fruktozes sīrups, olu dzeltenums,\nsāls, modificēta kukurūzas ciete, dilles 1,1 %, vorčesteras\nmērce {miežu iesala etikis, melase, invertcukura sīrups, |\nūdens, sīpoli, sāls, tamarinda ekstrakts, ķiploki, garšvielas,\n\ndik citronu eļļa}, sinepju pulveris, biezinātāji: ksantāna sveši, |\nal guāra sveķi, aromatizētāji, krāsaviela: riboflavīns, diļju " a _\n|p_ ekstrakts. i — 76 krāsā\n| uzturvērtība 100 g: enerģētikā vērtība 1540 x /5/2 y\n\ns tauki 36 g, tostarp piesātinātās taukskābes 3.1 8 o\n\nogļhidrāti 12 g, tostarp cukuri 9,3 g, ž |\n\nšu ā ae oik nelas 1,0 g, sāls2,1 8.\n\n*kiedrvielas 0,33 g, olbaltumvielas +1,0 8  mudaikā, }\n\n. atvērtu uzglabāt ledusskapī un izlietot 6 nedēļu ā\n\nleteicams līdz: skatīt uz iepakojuma ražots a iela 119b.\n\natībāie kau ulgesta un partneri, a\n\nwww nenz eu d akemant polen / pays de production, pologne\ns n\n\nm ss — n ah a10. aa rr au\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n46;18;18;204;['ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modificēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'dabīgs aromatizētājs'];['aa da n\n«d {esnaku padažas, sudedamosios dalys, vandug, saulēgra?\naliejus 39%, actas, cukrus, česnakai 5%, rūgu mūlteliai { pieno}, dfiumās km\ndruska, prieskoniai {sudetyje ņra garstčnu}, laiskinis česnakas, rūgstingurma reguliuojanti medžiaga ā\natrimu rūgstis}, irštikliai {ksantano derva, pupeniu derva}, natūralios kvapiosios medžiagos, geriausi\nlvl, data nurodyta ant pakuotēs, atidarius pakuote laikyti šaldytuve, «cd ķiploku mērce,\ndastāvdajas: ūdens, saulespuķu eļļa 35%, etiķis, cukurs, ķiploki 5%, sūkalu olbaltumvielas {piena},\nmodihcēta ciete, sāls, garšvielas {satur sinepes}, maurloki, skābe {citronskābe}, biezinātāji {ksantāna sveķi gua | „a\ndēļi, dabīgs aromatizētājs. ieteicams līdz: skatīt uz vāciņa, uzglabāt sausā vietā istabas temperoturā, pēc atvēršanas uzgabāt at\niedusskapi «gb kiuslaugukaste, koostisosad: vesi, pāevalileāli 35%, āādikas, suhikur kiidslauk 5796, vadakuvalk pilmast,\nmodlitseeritud tārklis, sol, vūrtsid ņsisaldab sinepit}, murulauk, hape {pidrunhape}, paksendāja {isantaankumn,\nguarkummi}, looduslik lēfina» ja maitseaine, parim enne, vt korgilt, pārast avarnist sāllitada kulmikus, oo atom\nuno, eugesta” nibiāksties g 8, 102242 vilnius, lietuva, +37052397739 infooeugestalt «cd ipattājs 31 āā} : āā\n. u} partneri, dzirciema iela 1196, lv-1055, rīga, latvija, +37167472500, officedeugesta.v d nstj: 10\ntslns, rukki tee, lehrmja 75306, eesti !\natasntte}, nfooeugota ee e} { a 420 g " 400 mm\n< ieee\n=== u ul\nee os fnergineverte/ enerģētiskā vērtība! 963/371\n——— fnergiasisaldus 3g\nmm 0 pietam ta km ši\nu "— en\n— kam ly socuju ne ē\na se er—aāa o piespīnātās taulelābes! 199 -_\n\n'];2;4;['sūkalu olbaltumvielas', 'piena'];['sūkalu', 'piena', 'actas', 'pieno'];2;0;2;['piena', 'sūkalu'];[];['actas', 'pieno']
n47;11;12;104;['rapšu eļļa', 'tomātu biezenis', 'etiķis', 'cukurs', 'olu dzeltenums', 'ciete', 'sāls', 'sinepju sēklas', 'garšvielu un garšaugu ekstrakti', 'satur selerijas', 'antioksidants', 'kalcija dinātrija edta'];[': rapšu eļja 40%, tomātu bie-\nzenis 22%, etiķis, cukurs, olu dzeltenums\n3%", ciete, sāls, sinepju sēklas, garšvielu\njn garšaugu ekstrakti {satur selerijas}, su\nantioksidants: kalcija dinātrija edta\n* brivas turēšanas apstākļos dētas olas. a aa\nuzturvērtība: 100g produkta satur:\nņ enerģgētikā vērtība e12124}/ 432kcal,\noxx tauki 40,8g, tostarp piesātin. taukskābes ge e00 —\nstor 3.18, ogļhidrāti 14,7g, tostarp cukuri iig 8\n«d - oibaltumvielas 0,9g sals 1,56. 4 € cap}\n= pēc atvēršanas uzglabāt ledusskapi. }. menz _—\n> ieteicams līdz: skatīt uz iepakojuma. jubin.\n| wubte ražots: polijā. izplatītājs: sia eugesta un pzcou\nf z partneri, dzirciema iela 119b, riga\nd tālr. +37167472500\nn typical per " vu\nsr 1009 at\n= ss.\na so enerav 1812k -\n\n'];1;2;['olu dzeltenums'];['olu dzeltenums', 'olas'];1;0;1;['olu dzeltenums'];[];['olas']
n48;40;40;109;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];[": ūdens, rapšu eļļa, invertcukura\nsīrups, sarkanvīna etiķis, konservēts sarkana\npaprika {6%}, ananāsu sulas koncentrāts,\nsinepju sēklas, kornišoni, cukurs, garšvielas\niķimenes, paprika, kajēnas pipari, a zena,\nkurkuma, koriandrs, ingvers, krustnagliņas,\nmelnie pipari, baltie ou piparmētra, rozā\npipari, zaļie pipari, čili}, olu dzeltenuma pul-\nveris, modificēta ciete, sāls, etiķis, biezinātāji\n, bats sveķi, ksantāna sveķi}, z ķiploki,\nābolu etiķis, konservanti {e202, e211}, garšas '\npastiprinātāji {e621}, aromatizētāji.\nloksutada! sakrata!\nā sailitamine aaa peioļies poa\nēc atvēršanas: aukstā uzg ja. ā\navamine: keera kork lahti ja eemalda tihend | a\nenne kasutamist. gav -\natvēršana: noskrūvēt plastmasas vāciņu,\nnoņemat nost aizsargplēvi.\ntoitevaārtus/100 g + uzturvielas/100 g: |\nge me 1327/320 kj/kcal\nnerģētiskā vērtība\n' rasvad / tauki 28 a pr we m1 po |\n\n"];1;1;['olu dzeltenuma pulveris'];['olu dzeltenuma'];1;0;0;['olu dzeltenuma'];[];[]
n49;17;17;113;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': "— 700 cbmhm\nūdens, zirņi {28%}, kartupeļi, cūkgaļa kūpināta {9%} {cūkgaļa, bojļa, ropox {234 nepabie\nķiploki, sāls, mainas pi \'} dona sīpoliīfāpšu eļļa, prūbas sāls, {cawhuma, mo — 9 ne konnekaa cu\nnuga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas, pamooboe man, nepnobas kpyņa} con ga\nea ma "eee ai mnr n o muman ,\n100g produkta uzturvērtība / — "pa aptoņejoka koneruattbu\nmeta uennoctb 100 r nponykta akota vz ainas mums i torem\nenerģētiskā vērtība / 586 kj / kid pums | para nņovanopetea\nmepretmneckam uehnoctl 140 kcal / kkan\ntauki / mkupu 710g/r\n. "starp piesātinātās taukskābes / 14g/r\nom nmono nacbiuenubie mmphblē kmcnotl\nklkidrāti / vrnenonui 18,49 /\n0a 48/r\ntostarp cukuri / 8 tom uncne caxapa 146g/r ž\nnealtumvietas / benxu 59g/r l\nms ganu vēja neto maaca / marea uetta |\n\n'];2;3;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgaļa', 'ainas'];2;0;1;['cūkgaļa', 'cūkgaļa'];[];['ainas']
n50;17;17;75;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': m a\nūdens, zirņi {23%}, kartupeli, cūkgaļa kūpināta {9%} {cūkgala, bora, topox {23%} mag\nķiploki, sāls, melnie pipari}, burkāni, sīpoli, rapšu ella, grūbas, sāls, = emwuna, vecu, cen\nauga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas. pancoboe naca, nepi\nsal abata m immenmuaauga m\n100g produkta uzturvērtība / —\ntuesasa uennoct56 100 r npoaykta zaraina\nenerģētiskā vērtība / 686ki/wfia ražošanas ai\nmeprermueckaa uehhoctb 140 kcal / «kan\ntauki / xkupsi t 10g/r\n| wstarp piesātinātās taukskābes / 1,4 g\nb8 tom umcnēe nāckhiīneamnanas sm sazzamaa ja 2 nn ti\n\n'];2;2;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgala'];2;0;0;['cūkgaļa', 'cūkgala'];[];[]
n51;17;17;75;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': f 93\nidens, zirņi {23%}, kartupeli, cūkgaļa kūpināta {9%} {cūkgaļa, izaltidua. gents\nķiploki, sāls, melnie pipari}, burkāni, sīpoli, rapšu eļļa, er rem sāls, pancoboe macno, nepnosas\nauga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas. nnnehmuhas mņka, kopto{\n100g produkta uzturvērtība / ieteicams līdz un partijas\nmuebas uehhoctb 100 r npoaykta kv ua ražošanas datums / hate\nenerģētiskā vērtība / 586 ļ\njmepretmuecckas uehhoctb 140 kcal / kkan\ntauki / kuppi t togir\n0starp piesātinātās taukskābes / 1,4g/r\n0 o ā mce hacbiwchhbie mmphbic kmc/notb!\nph: mā fa\n\n'];2;2;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgaļa'];2;0;0;['cūkgaļa', 'cūkgaļa'];[];[]
n52;16;16;105;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\n_-— ciete, sāls, vājpiena pulveris, skābuma regulētājs {etiķskābe},\n\nss biezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētaji,\n\nel konservants {kālija sorbāts}.\ni 2 produkta vidējā uzturvērtība 100 g: | ieteicams līdz:\nbe 6 enerģētiskā vē skatīt atzīmi uz iepakojuma. m a\n — žž fkā vērība pokionr nes. ok m * uzglabāt emperatīrā\nž : ps : tostar a siina as tikaj 5: 6.\n\nā lrtd guku a... eeeennena bo uzglabāt ledusskapi. "\no dalumvielas aaa 07\ns ša | neto: 809 |\n\nda ko kļeu iēžotājs: sa „orda fonds latvija” ziaigēn ea, m8\n\ntes, rf la spilve, babītes pag., babītes nov., lv-2101, latvija. a a f aa „—\n\n'];1;1;['vājpiena pulveris'];['vājpiena pulveris'];1;0;0;['vājpiena pulveris'];[];[]
n53;25;25;98;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];[': ūdens, i ž eļļa, cukurs, vājpiena pulveris, siers, siera\n| aromatizētājs or sūkalu pulveri, siera pulveri}, sinepju a: olu\ndzeltenuma pulveris, ķiploki, sīpoli, vorčesteras mērce, sāls, biezinātāj\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābuma\nregulētāji {etiķskābe, pienskābe}, konservants {kālija sorbāts}. ,\niii āā?ī?ī?ī?ī?ī?:?:x:x:x:x:x:x:?:?:?:?:iiiiiiiii i nn n en\nprodukta vidējā uzturvērtība 100 g: pieejas ipekamā ——\ni 0 20 |. urgabētiempectīš\nīodeli piesātinātās taukskābes ....... 29 0.129 u\n00 pr i n n 6g | pēc atvēršanas\nolbaltumvielas 15 ķ +\ns o neto: 3/9g : ā\nt —————— .\nražotājs: sia: „orkla foods latvija", zvaigzņu iela !,\n\'orkla spilve, babītes pag., babītes nov., {2101. a\nbezmaksas tālrunis atsauksmēm {+371} 80004450.\nwww.spilva,lv\n} pn e44022? 090010 tām!\n\n'];6;6;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'sūkalu pulveri', 'siera', 'olu dzeltenuma', 'siera'];6;0;0;['vājpiena pulveris', 'siers', 'sūkalu pulveri', 'siera', 'olu dzeltenuma', 'siera'];[];[]
n54;26;26;118;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, cukurs, sarkanvīna etiķis, sinepes {ūdens,\nsee sinepju sēklas, cukurs, etiķis, sāls}, tomātu pasta 3%, olu dzeltenums\naus jodēts sāls, garšvielas {tai skaitā čili pipari 0,2%}, modificēta ciete, skābuma\nts "g {attronskābe}, biezinātājs. {ksantāna vek konservants {kālija\nmu. sorbāts}, krāsviela {paprikas ekstrakts}, antioksidants {e385}.\naaa produkta vidējā uzturvērtība 100 g: fleam t akanu\na as | pele piesātinātās taukskābes ....::2,69 0.120 u.\nmm % "„oglidrāi e45} pēc atvēršanas.\nlr , š tostarp cukuri ka t a 134. uzglabāt ledusskapi.\n3 24 olbaltumvielas i m8\n. ee bai neto e3100\ntita — " ražotājs: sia „orkla foods latvija", zvaigžņu iela 1.\n1s f os a „orkla fooc , ūni latvija\n: spilve, babītes pag., babītes nov., lv-21v i,\n| orkla aizmalms i duns atsauksmēm {+371} gopatss\n: www enilva |v .\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n55;20;20;144;['ūdens', 'rapšu eļļa', 'piena pulveris', 'cukurs', 'modificēta ciete', 'sāls', 'ķiploki', 'olu dzeltenuma pulveris', 'pētersīļi', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'ķiploku aromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservants', 'kālija sorbāts'];['mt ta a / n { unmersala un garda pie\nes m a vi akm darzenu un gaļas ēdieniem\ntt iesakām kopā ar svagajem\n2 attēlam irilustratīva nozīme darzeņiem un dazādām uzkodām.\n\naviidas: di merce kiploku\n\nastāvdajas: ūdens. rapšu eļļa. piena pulveris, cukurs. modificē\nciete, sāls, ķiploki {0,7%}, olu dzeltenuma pulveris, pētersīļi, kaluma\na era aj riga rage askorbīnskābe}, ķiploku\n\nomatizetaji. biezinātāji {guāra sveķi. ksantāna sveki}. kons\n{kālija sorbāts}. a m nat\nm a\nprodukta vidējā uzturvērtība 100 g: | ieteicams līdz:\nenerģētiskā vērtība .........1170 kj/285 kcal | setīt atzīmi uz iepakojuma\n{aug aa atrat ana onennna tā kaa a ee nea ne ni, 275 g uzglabāt temperatūrā\n\nče! piesātinātās taukskābes ..... 329 |e3789 u.\nogļhidrāti... ausu. 140 | pēc atvēršanas\n\ni kobīemd cūku... aeeereenceens 2g uzglabāt iiedusskapi.\nodalumvielas ...... aaa... 1100\n\n2 ē | neto 3/09 :-\na a enim\n\na} ražotājs: sia „orkla foods latvija”, zvaigžņu iela 1,\n\nau omnia 8: oja „orla 0005 | 21v} tags | atvila, .\n\n'];2;4;['piena pulveris', 'olu dzeltenuma pulveris'];['olu dzeltenuma', 'gaļas', 'piena', 'cūku'];2;0;2;['olu dzeltenuma', 'piena'];[];['gaļas', 'cūku']
n56;27;27;109;['ūdens', 'rapšu eļļa', 'vājpiena pulveris', 'spirta etiķis', 'cukurs', 'modificēta ciete', 'olu dzeltenums', 'jodēts sāls', 'dārza garšaugi', 'maurloki', 'sīpoli', 'paprika', 'pētersīļi', 'garšvielas', 'satur piena sūkalu pulveri', 'rauga ekstraktu', 'burkāni', 'pastinaki', 'skābuma regulētājs', 'pienskābe', 'biezinātājs', 'ksantāna sveķi', 'aromatizētāji', 'konservants', 'kālija sorbāts', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa, vājpiena pulveris, spirta etiķis, cukurs, mo-\ndificēta ciete, olu dzeltenums, jodets sāls, dārza garšaugi 0,4% {maurloki,\nsīpoli, paprika. pētersīji,, garšvielas {satur piena sukalu pulveri, rauga eks»\ntraktu}, burkāni, pastinaki, skābuma regulētājs {pienskābe}, biezinātājs ra\ntāna sveķi}. aromatizētāj. konservants {kālija sorbāts}, antioksidants {e389}.\nprodukta vidējā uzturvērtība 100 g: | letecams īdz iepakojuma -\nenerģētiskā vērtība € skatīt aizīmi uz iepakoju!k\nlauk saki 5zs 14 } čž" tt: uzglabāt temperatūrā\ntostarp piesātinātās taukskābes ......260 0.1250 -\ndrīnta  879 | pēc atvēršanas\ntostam cukum een 480 | uzglabāt eduss*ap\ndībalbumietas 190\nsāls ejā . 109 neto: 3/99 a\n— ......_ņmņb\n— ražotājs: sia „orkla foods latvija”. zvaigžņu iela | > ee»\norklļa spe. bahāes pag. babītes nov.. lv-2101. latvija.\nbezmaksas tākunss atsauksmēm {+371} 8000400.\n\n'];3;4;['vājpiena pulveris', 'olu dzeltenums', 'satur piena sūkalu pulveri'];['vājpiena pulveris', 'olu dzeltenums', 'piena', 'sukalu'];3;0;1;['vājpiena pulveris', 'olu dzeltenums', 'piena'];[];['sukalu']
n57;23;23;116;['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mango biezenis', 'sinepes', 'modificēta ciete', 'spirta etiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija sorbāts', 'paprikas aromatizētājs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa, cukurs, ananāsu sulas koncentrāts, ļ\nbaltvīna etiķis, olu dzeltenuma masa, mango pārslas 2%, mango\nbiezenis 1,5%. sinepes, modificēta ciete, spirta ētiķis , sāls, karija pulvēris\n0,9%. biezinātājs {ksantāna sveķi}, garšvielas, konservants {kālija simba :\npaprikas aromatizētējs, krāsviela {beta karotīns}, antioksidants {e389}.\ni aaa m a\nprodukta vidējā uzturvērtība 100 g: et aam aziepaajuma\nenerģētiskā vērtība .......... 1230 kj/ 300 kcal uzglabāt temperatūrā\n{auka s. reasa poet ana znk ae nnez ste eto e rt tt as 2īg | 6 +250.\nom piesātinātās taukskābes ......200 | pacatvēršanas =.\nogļhidrāti ....... en 19 0 uzglabāt ledusskapi.\nlao kut asmeni ta %5 0\nolbaltumvielas ....... eee nn u,\n888 ...kakaeeotoneno iegamsenerēnienie ae bpo neto: |\nam "tamimni iela 1,\nzotājs: s latvija”, zvaigžņu <\n» , , ražotājs: sia „orkla foods latvija p917 latvija\n\n'];1;1;['olu dzeltenuma masa'];['olu dzeltenuma'];1;0;0;['olu dzeltenuma'];[];[]
n58;27;27;273;['ūdens', 'rapšu eļļa', 'siera pulveris', 'siers', 'emulģējošā sāls e331', 'sāls', 'es', 'biezinātājs', 'modificēta kukurūzas ciete', 'fruktoze', 'sāls', 'stabilizētāju maisījums', 'piena olbaltumvielas', 'biezinātājs e1422', 'paniņu pulveris', 'stabilizētāji', 'e415', 'e435 e412', 'sūkalu pulveris', 'olu dzeltenuma pulveris', 'sāls', 'glikozes sīrups', 'sinepju ekstrakts', 'skābuma regulētājs', 'etiķskābe', 'garšvielas', 'ķiploku eļļa'];['nau mu\nn rrn i\nr rmi nu m {| |\nn sa ni s kr s iz m tt u\na n n "a\ns lņ štu yčwģ—>čw>-xxxx%wx% n "ma\nsli o ls s ” n d r āū\nb0 s s slķ a sa sas a e o7e ts or pebei}\nn si ī mr ss ss ss o } kaa bik pt tun\ns" "pūt, lks r m vigāg ij\nu t s s fs rrfs | krbti} i\ne———— ——-__ i en : . ā ji\nf dens, rapšu ēļia, siera pulveris 3% ā\nm : : tr, a ļ $ = d om baj ģ\nms, emulģējošā sāls e331, sāls} {es}, biezinātājs {modificēta\nli u uu 4 } — 5 ana zs i ,. kr\nļ : ss res j ntie jāai\n| kukurūzas ciete}, fruktoze, sals, stabilizētāju wanie\nte m aa ma are da ais lveris, 5d!\n15, e435 e8172, sūkalu pulveris, olu dzeltenuma pu īī āā\nire r ta a rate su saiti {a cis ra, ļē js {etiķskābe},\nj nozessirups}, sinepju ekstrakts, skābuma iegu ra ž latvij\nmy a | ž _ | " 7 v, | k | - | | p 4\ngaršvielas, ķiploku eļla-0,03%. ķiploku 09 izceo rodukta\nnerģētiskā. vērtība: 1367 kļ } 327 kcal: 100 9 p\nutgetiska vērtība: 1367 |} kai. atās taukskābes}\nhi. 4 \' < / 4 |\n"a unvērtība: 334 g tauki. {tostarp 3,29 ara trmvieks, 180 m a\nramus }.1.7 golbaltumvielas 10\n"909 nidrāti {tostarp 2,3 g cukuri} 1,790 iemakojuma: vē\n5dls. ieteicamās līdz: un partijas numuru: skatīt uziep\nātuares . , ā dusska va ee mit, .\nms ieteicāms uzglabāt ledusskapī. āā\nee a aa ila amat\nss s a r35 m ae a ep ae 1 pa a am ea a "era:\n——— aaa tat eed\nla a s aa aaa ieas aaa\n\n'];6;3;['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];['sūkalu pulveris', 'siera', 'olu dzeltenuma'];3;3;0;['sūkalu pulveris', 'siera', 'olu dzeltenuma'];['siers', 'piena olbaltumvielas', 'paniņu pulveris'];[]
